,control0,control1,control2,control3,control4,control5,control6,control7,control8,control9,control10,control11,perturbed0,perturbed1,perturbed2,perturbed3,perturbed4,perturbed5,perturbed6,perturbed7,perturbed8,perturbed9,perturbed10,perturbed11
SALL4,-0.27000412,-0.47895983,0.025781343,-0.2379075,-0.044580996,0.22378236,0.20335732,0.08392559,-0.15540151,0.021375146,-0.10331929,0.64523983,-0.11560653,-0.32456225,0.18017894,-0.08350991,0.109816596,0.37817997,0.35775492,0.23832318,-0.001003921,0.17577274,0.051078305,0.79963744
ADNP,-0.29741102,-0.23919007,0.020167183,-0.24666251,-0.2025088,-0.3446114,-0.46638146,-0.16541211,-0.52909184,-0.19287828,0.08196459,-0.03951688,-0.20834526,-0.15012431,0.10923295,-0.15759674,-0.11344304,-0.25554565,-0.3773157,-0.076346345,-0.44002607,-0.10381251,0.17103036,0.049548887
PFDN4,-0.482503,-0.35077795,-0.7095952,-1.0389862,-0.6658788,-1.0207136,-0.7938235,-1.3226273,-0.8160639,-0.23468761,-0.6747823,-0.51607686,-0.76233864,-0.63061357,-0.9894308,-1.3188218,-0.94571435,-1.3005491,-1.0736591,-1.6024629,-1.0958995,-0.5145232,-0.95461786,-0.7959125
DOK5,-0.93434006,-1.266456,-1.0240817,-1.3613325,-1.1790692,-1.0986573,-0.71908313,-1.0470531,-1.2481105,-1.37045,-0.87956953,-0.8042914,-1.3283681,-1.6604841,-1.4181097,-1.7553606,-1.5730972,-1.4926853,-1.1131111,-1.441081,-1.6421385,-1.764478,-1.2735975,-1.1983194
CSTF1,0.14094044,-0.052538823,-0.024706012,0.09565649,-0.05462613,0.28896078,-0.34224945,-0.39376068,-0.3527913,-0.17567155,0.021002254,-0.1222892,0.09864036,-0.0948389,-0.067006096,0.05335641,-0.09692621,0.24666071,-0.38454953,-0.43606076,-0.39509138,-0.21797162,-0.02129783,-0.16458929
RAE1,-0.72446364,-0.03590282,-0.3963516,-0.32633066,-0.11377898,-0.0624637,0.11135399,-0.21299979,-0.39582145,-0.5664824,-0.10385249,-0.16195466,-0.632224,0.056336783,-0.30411202,-0.23409106,-0.021539375,0.029775903,0.2035936,-0.12076019,-0.30358183,-0.4742428,-0.011612885,-0.06971505
TPD52L2,-0.70900553,-0.5873276,-0.45710602,-0.55988556,-0.49899986,-0.5597425,-0.29081494,-0.46173525,-0.67912453,-0.60867524,-0.35740927,-0.5260736,-0.73276883,-0.6110909,-0.4808693,-0.58364886,-0.52276313,-0.5835058,-0.31457824,-0.48549855,-0.70288783,-0.63243854,-0.38117254,-0.5498369
DNAJC5,-0.32575235,-0.24651206,-0.18116276,-0.28240365,-0.04516366,-0.30390128,-0.015871787,-0.15812512,-0.38537174,-0.26185688,-0.12812841,-0.26846817,-0.39015466,-0.3109144,-0.24556509,-0.346806,-0.10956599,-0.3683036,-0.08027411,-0.22252744,-0.4497741,-0.3262592,-0.19253074,-0.33287048
NELFCD,0.15284537,-0.020701475,0.021058014,-0.005191628,0.03184212,-0.09003421,0.2028271,0.16139902,-0.04640768,-0.019061392,0.08433933,0.24368505,0.22915426,0.055607416,0.09736691,0.07111727,0.10815101,-0.013725318,0.279136,0.23770791,0.02990121,0.057247497,0.16064823,0.31999394
CTSZ,-0.2811546,-0.3449851,-0.2680083,-0.41440803,-0.3539531,-0.19390842,-0.093551576,-0.17673048,-0.3307716,-0.2491044,-0.17455533,-0.32765305,-0.13305087,-0.19688137,-0.11990456,-0.2663043,-0.20584936,-0.045804694,0.054552153,-0.028626755,-0.18266787,-0.10100067,-0.026451603,-0.17954932
PRPF6,-0.41697168,-0.2932098,-0.12742607,-0.35781017,-0.2637245,-0.43361154,-0.06801559,-0.16953096,-0.28250337,-0.46720007,-0.2332115,-0.28472072,-0.34873164,-0.22496976,-0.05918604,-0.28957015,-0.19548447,-0.36537153,0.00022444129,-0.10129093,-0.21426333,-0.39896005,-0.16497147,-0.21648069
PRELID3B,-0.060989488,-0.35216108,-0.1380649,-0.20206021,-0.25325406,-0.010254822,-0.34647274,-0.24766484,-0.3479788,0.17794663,0.047677908,-0.040120024,-0.08681056,-0.37798214,-0.16388598,-0.22788128,-0.27907512,-0.036075894,-0.3722938,-0.2734859,-0.37379986,0.15212555,0.021856837,-0.065941095
MTG2,0.009907906,0.067781895,0.21587367,0.077074714,0.26730695,0.1893256,0.48679513,0.12613337,0.10858404,0.071670294,0.16972208,0.07786381,0.13084742,0.18872142,0.3368132,0.19801423,0.38824648,0.31026512,0.6077347,0.24707289,0.22952357,0.19260982,0.2906616,0.19880334
PSMA7,-0.2085234,-0.294116,-0.2886043,-0.24888979,-0.23739737,-0.17231512,-0.13552812,-0.12250742,-0.077599175,-0.27220616,-0.12554142,-0.23064055,-0.23153242,-0.31712502,-0.31161332,-0.2718988,-0.2604064,-0.19532415,-0.15853715,-0.14551646,-0.1006082,-0.2952152,-0.14855045,-0.25364956
MRGBP,-0.31898582,-0.4801616,-0.300239,-0.43219504,-0.12718298,-0.19203871,-0.12990782,-0.030839358,-0.2422505,0.009762419,-0.1670347,-0.111589424,-0.30464572,-0.4658215,-0.2858989,-0.41785493,-0.11284288,-0.17769861,-0.11556772,-0.016499262,-0.2279104,0.024102515,-0.15269461,-0.09724933
TCFL5,-0.4973094,-0.33391657,-0.21494089,-0.45117798,-0.15184078,-0.72345686,-0.31171376,-0.0991153,-0.26857567,-0.14128308,-0.4315491,-0.13906863,-0.6226486,-0.4592558,-0.34028012,-0.5765172,-0.27718002,-0.84879607,-0.43705297,-0.22445452,-0.39391488,-0.2666223,-0.55688834,-0.26440787
DIDO1,-0.17853963,-0.07548292,0.1022666,-0.002073712,-0.04968144,-0.16863921,-0.33244392,-0.04728027,-0.103379875,-0.17817686,-0.22208625,0.14692166,-0.22116458,-0.11810787,0.059641656,-0.04469866,-0.09230639,-0.21126416,-0.37506887,-0.08990522,-0.14600483,-0.22080182,-0.2647112,0.104296714
GID8,-0.18358746,-0.034492243,-0.07512125,-0.21879421,0.07020137,-0.060357675,-0.0881179,0.100710265,-0.14178877,-0.102311105,-0.030731834,0.1514616,-0.069827415,0.0792678,0.0386388,-0.105034165,0.18396142,0.05340237,0.02564215,0.21447031,-0.02802872,0.011448942,0.08302821,0.26522166
SLC17A9,-0.03254732,0.86387557,0.7823199,0.45442444,0.5608465,0.23412758,0.654397,0.6801361,1.1885328,0.51534045,0.36597353,0.57845455,-0.0010249801,0.8953979,0.81384224,0.48594677,0.59236884,0.2656499,0.68591934,0.7116584,1.2200552,0.5468628,0.39749587,0.6099769
ARFGAP1,-0.69718665,-0.48756844,-0.4949569,-0.60854894,-0.56264913,-0.7058079,-0.317882,-0.6803262,-0.46198964,-0.88210976,-0.58264095,-0.524441,-0.7573289,-0.5477107,-0.5550992,-0.6686912,-0.6227914,-0.7659502,-0.37802428,-0.7404685,-0.5221319,-0.94225204,-0.6427832,-0.5845833
CHRNA4,0.42305022,3.8117182,-0.060654238,-0.2433255,0.9579789,2.9532318,2.6444337,0.59654486,1.1118706,-0.18726544,1.3718045,-0.47497046,0.41353798,3.802206,-0.07016649,-0.25283775,0.94846666,2.9437196,2.6349216,0.5870326,1.1023583,-0.19677769,1.3622922,-0.4844827
EEF1A2,0.4060889,0.97587746,0.9715729,0.43697274,0.9336492,0.8027774,1.0640752,1.1286398,0.59135467,0.5722253,1.2733158,0.8575107,-0.31987596,0.24991262,0.24560803,-0.2889921,0.20768434,0.076812565,0.3381104,0.40267497,-0.13461018,-0.15373957,0.54735094,0.13154584
PTK6,0.06593132,0.7724377,0.718522,0.3240834,0.6345888,0.50287247,0.65368575,0.7252165,0.5621818,0.050507423,0.736019,0.54512876,-0.114415586,0.5920908,0.5381751,0.14373648,0.45424187,0.32252556,0.47333884,0.5448696,0.38183486,-0.12983948,0.5556721,0.36478186
GMEB2,-0.2757357,-0.11827501,0.1038621,-0.14431594,-0.02926055,-0.07255525,0.050019197,0.035515197,-0.14526187,-0.17356561,0.023922266,-0.30785754,-0.2686076,-0.1111469,0.11099021,-0.13718784,-0.022132441,-0.06542714,0.057147305,0.042643305,-0.13813376,-0.1664375,0.031050377,-0.30072942
CDC25B,-0.5769051,-0.7175643,-0.16682889,-0.22550948,0.09784589,-0.45834556,0.3738877,-0.45576227,-0.20064232,-0.56830615,-0.2906826,-0.34306166,-0.770835,-0.9114942,-0.36075878,-0.41943938,-0.09608402,-0.65227544,0.17995778,-0.6496922,-0.39457223,-0.76223606,-0.48461252,-0.5369916
ISM1,0.8238035,1.4602317,1.4539461,0.68867874,1.1921458,0.9654821,1.1021302,1.6334839,1.1196451,1.1817577,1.5836726,1.6367693,0.73194563,1.3683739,1.3620882,0.5968209,1.1002879,0.87362427,1.0102723,1.541626,1.0277872,1.0898998,1.4918149,1.5449114
RNF24,-1.6662635,-2.1012514,-1.1104759,-1.593774,-1.544205,-1.8216262,-1.2669941,-1.6783109,-2.2626998,-1.9570806,-1.2261667,-1.8972526,-1.3934966,-1.8284845,-0.83770907,-1.3210071,-1.2714381,-1.5488594,-0.9942273,-1.405544,-1.989933,-1.6843138,-0.9533999,-1.6244857
ARFRP1,-0.433428,0.03795788,-0.2273457,-0.30075893,-0.023994533,-0.13778245,0.25903547,0.10310365,-0.27169374,-0.28746986,-0.05276097,-0.38645875,-0.46666944,0.0047164336,-0.26058716,-0.33400038,-0.05723598,-0.1710239,0.22579402,0.0698622,-0.3049352,-0.3207113,-0.08600242,-0.4197002
NDUFAF5,0.07929282,-0.00094833184,0.14731546,-0.10830918,-0.018389704,0.19566245,-0.2211078,0.053412847,-0.45120633,0.30888858,0.042357646,0.21947059,-0.10192004,-0.18216118,-0.0338974,-0.28952205,-0.19960256,0.014449596,-0.40232065,-0.12780002,-0.63241917,0.12767573,-0.13885522,0.038257733
TRIB3,0.8633458,0.26746067,0.257255,0.39356995,-0.09490059,0.68493146,0.5655245,0.30067697,0.39115855,0.31827945,0.122129284,0.1674399,0.83558947,0.23970433,0.22949864,0.36581358,-0.12265695,0.6571751,0.5377682,0.2729206,0.3634022,0.29052308,0.09437293,0.13968354
RASSF2,-1.2647022,-1.5033231,-1.3371769,-1.2946544,-1.7677301,-1.4233459,-1.5422041,-1.6677209,-1.2934029,-1.9992005,-1.4532048,-1.3773084,-1.6879952,-1.926616,-1.7604699,-1.7179472,-2.191023,-1.8466389,-1.965497,-2.091014,-1.7166958,-2.4224935,-1.8764977,-1.8006012
CSNK2A1,0.024627319,-0.30811793,-0.17856012,-0.48574868,-0.30253398,-0.058340654,-0.10715867,-0.360825,-0.5206052,0.05717154,0.011492602,-0.08628998,0.07983088,-0.25291437,-0.123356566,-0.43054512,-0.24733043,-0.0031370968,-0.05195511,-0.30562145,-0.46540165,0.112375095,0.06669616,-0.031086423
CDS2,0.30894235,0.16842934,0.4863165,0.10361646,-0.1780466,0.23870498,0.07680182,0.23356396,0.07125539,0.25441372,0.21080843,0.3111987,0.35237184,0.21185884,0.529746,0.14704594,-0.13461712,0.28213447,0.12023131,0.27699345,0.11468488,0.29784322,0.25423792,0.3546282
HM13,-0.26703948,-0.3632139,-0.23023574,-0.1853639,-0.18787527,-0.23379834,0.038567606,-0.3183921,-0.28457025,-0.10639478,-0.2172785,-0.3658949,-0.3618514,-0.4580258,-0.32504767,-0.28017583,-0.2826872,-0.32861027,-0.056244317,-0.413204,-0.37938216,-0.20120671,-0.31209043,-0.46070683
SIRPB1,-0.23875818,-0.074433856,-0.382992,-0.17726952,-0.20925532,0.026589107,-0.0539768,-0.06377997,-0.23341043,0.3213815,-0.37328506,-0.457973,-0.31714106,-0.15281674,-0.46137488,-0.2556524,-0.28763822,-0.05179378,-0.13235968,-0.14216286,-0.31179333,0.24299863,-0.45166793,-0.5363559
SEC23B,-0.2777945,-0.2341194,-0.073944025,-0.22458933,-0.3320272,-0.22152281,-0.3945637,-0.16026485,-0.36062786,-0.06269556,-0.13294466,-0.22016749,-0.34483233,-0.30115724,-0.14098185,-0.29162717,-0.39906502,-0.28856063,-0.46160153,-0.22730267,-0.42766568,-0.12973338,-0.19998248,-0.2872053
FERMT1,-0.44743696,-0.13619535,-0.31936044,-0.31388232,-0.53102446,-0.028317444,-0.23769507,-0.39965916,-0.2980689,-0.87166053,0.27465582,-0.54318786,-0.58825815,-0.27701658,-0.46018165,-0.45470354,-0.6718457,-0.16913867,-0.3785163,-0.5404804,-0.43889013,-1.0124817,0.1338346,-0.6840091
HAO1,1.1248769,1.4556955,1.3829013,1.1134026,1.305561,1.0710384,1.248546,1.5386642,1.2795289,1.1658715,1.2602993,1.523107,1.0842085,1.4150271,1.342233,1.0727342,1.2648926,1.03037,1.2078776,1.4979959,1.2388605,1.1252031,1.219631,1.4824387
PLCB4,-1.8583131,-1.3779587,-1.0251565,-1.2528744,-1.6609826,-2.2037058,-0.58653146,-1.5372401,-2.3212187,-2.3945255,-0.99976426,0.0796767,-1.7940162,-1.3136618,-0.9608597,-1.1885775,-1.5966858,-2.139409,-0.5222347,-1.4729433,-2.256922,-2.3302288,-0.9354675,0.1439735
MYL9,-1.3396081,-1.6927204,-1.2794205,-1.3156717,-1.6418422,-1.1334459,-0.6695239,-1.3911791,-2.0205,-1.9437914,-1.2472962,-1.6205896,-1.571947,-1.9250593,-1.5117594,-1.5480106,-1.8741812,-1.3657848,-0.90186286,-1.623518,-2.2528389,-2.1761303,-1.4796351,-1.8529285
HCK,0.40888762,-0.75909007,-0.66677946,-0.6345294,-0.7679447,0.1063854,-0.34400162,-0.6105209,-0.5259573,0.43904316,-0.4199084,-1.0319787,0.26362017,-0.90435755,-0.8120469,-0.77979684,-0.9132122,-0.038882054,-0.48926908,-0.7557883,-0.6712247,0.2937757,-0.5651759,-1.1772462
TM9SF4,-0.30690488,-0.07495504,0.030873373,-0.09594847,-0.02411554,-0.25789273,0.15402967,-0.10686913,-0.34801078,-0.24166907,0.0493397,-0.16073981,-0.33343294,-0.1014831,0.0043453146,-0.12247653,-0.0506436,-0.2844208,0.1275016,-0.13339719,-0.37453884,-0.26819712,0.022811642,-0.18726787
TLDC2,0.013557683,0.056245048,-0.014087616,0.32661116,-0.13820903,0.112800345,-0.14499043,0.13712052,0.20409861,-0.6329762,0.28088158,-0.07451672,-0.12462441,-0.081937045,-0.1522697,0.18842907,-0.27639112,-0.025381744,-0.28317252,-0.0010615736,0.06591652,-0.7711583,0.1426995,-0.21269882
CRNKL1,-0.19867684,-0.32039636,-0.30080482,-0.24843521,-0.37879056,-0.16468728,-0.24507885,-0.2576124,-0.7054075,-0.16125773,-0.332321,-0.01133033,-0.30992994,-0.43164948,-0.41205794,-0.3596883,-0.49004367,-0.2759404,-0.35633194,-0.36886552,-0.8166606,-0.27251083,-0.4435741,-0.122583434
POFUT1,-0.17481658,0.02341706,0.032008592,-0.037160125,0.041715365,-0.18980922,-0.059954382,0.09502319,-0.16368446,-0.16680846,-0.04159118,0.2593192,-0.15711285,0.041120782,0.049712315,-0.019456403,0.059419088,-0.17210549,-0.042250663,0.11272691,-0.14598073,-0.14910473,-0.023887457,0.2770229
SAMHD1,-0.13177885,-0.4732798,0.063733436,-1.0243267,-0.41759712,-0.18168652,-0.08999735,-0.6558171,-0.55366635,-0.2665631,-0.17200878,-0.48807004,-0.2533547,-0.59485567,-0.05784241,-1.1459025,-0.53917295,-0.30326235,-0.2115732,-0.7773929,-0.6752422,-0.38813895,-0.29358464,-0.6096459
KIF3B,-0.07847103,0.0053315894,0.17366818,0.072423995,-0.077640936,-0.08824115,0.003389204,0.20407593,-0.099764824,-0.031380083,0.0960899,0.14924394,-0.101072796,-0.01727018,0.15106641,0.049822226,-0.100242704,-0.11084292,-0.019212564,0.18147416,-0.12236659,-0.05398185,0.07348813,0.12664217
MROH8,-0.19295213,0.4456085,-0.07392009,0.34817752,0.48905304,-0.41304794,-0.047866687,0.8099859,-0.50421643,0.6513856,-0.71682304,-0.030839248,-0.31039426,0.32816637,-0.19136222,0.23073539,0.3716109,-0.53049004,-0.1653088,0.69254375,-0.62165856,0.5339435,-0.8342652,-0.14828137
NOP56,-0.48071676,-0.4939986,-0.36949444,-0.43909827,-0.40000644,-0.23279159,-0.20406337,-0.3053865,-0.33238274,-0.2902051,-0.0650262,-0.19906434,-0.62140083,-0.63468266,-0.5101785,-0.57978237,-0.54069054,-0.37347567,-0.34474745,-0.4460706,-0.4730668,-0.4308892,-0.20571029,-0.33974844
MANBAL,-0.2933994,-0.2805523,-0.04198022,-0.29838622,-0.10572226,-0.11026924,0.046450984,-0.0024116228,-0.2872922,-0.5563255,-0.12606654,-0.34455854,-0.30762315,-0.29477605,-0.05620396,-0.31260997,-0.119946,-0.12449299,0.03222724,-0.016635366,-0.30151597,-0.57054925,-0.14029028,-0.3587823
IDH3B,-0.09686117,0.04894959,0.068350255,-0.1685541,0.16073993,-0.022455178,0.1289151,0.22618723,0.01967086,-0.08277442,0.15830663,0.1729659,-0.10483863,0.04097213,0.060372792,-0.17653155,0.15276247,-0.030432642,0.12093764,0.21820977,0.0116933985,-0.09075189,0.15032917,0.16498844
MAPRE1,-0.66140664,-0.99001765,-0.8392237,-0.86683846,-0.90033174,-0.7495013,-0.6715759,-0.903177,-1.1348614,-0.8695142,-0.48757148,-0.89900744,-0.88003886,-1.2086499,-1.057856,-1.0854707,-1.118964,-0.96813357,-0.8902081,-1.1218092,-1.3534936,-1.0881464,-0.7062037,-1.1176397
JAG1,-1.4423797,-1.0881599,-0.757728,-0.7777189,-1.280599,-1.0397091,-0.6832501,-1.0256338,-1.5831038,-1.202544,-0.47789246,-0.94068927,-1.6680071,-1.3137873,-0.9833554,-1.0033463,-1.5062264,-1.2653365,-0.9088776,-1.2512612,-1.8087312,-1.4281714,-0.70351994,-1.1663167
CDK5RAP1,0.035640515,0.11549639,-0.05446814,-0.12940642,0.20861639,-0.3843089,0.4032609,0.010828074,0.117825046,0.045888968,0.2099135,-0.09425431,-0.06635136,0.013504513,-0.15646002,-0.2313983,0.106624514,-0.48630077,0.301269,-0.0911638,0.01583317,-0.05610291,0.10792163,-0.19624618
SNTA1,0.045008603,-0.102231205,-0.04566733,0.07530939,0.14190683,-0.31695017,0.29718217,0.12706655,0.08319128,-0.18423104,-0.13222314,0.09182637,0.050849486,-0.09639032,-0.03982645,0.08115027,0.14774771,-0.31110927,0.30302307,0.13290744,0.089032166,-0.17839016,-0.12638226,0.097667255
OXT,0.0066719335,0.28322253,0.13475978,-0.110730305,0.39363325,0.41446805,0.2403825,0.66639715,0.37050983,-0.07312424,-0.105065964,0.4721463,-0.05182632,0.22472428,0.076261535,-0.16922855,0.33513498,0.3559698,0.18188426,0.6078989,0.31201157,-0.1316225,-0.16356422,0.41364804
TTI1,-0.029033365,-0.10893205,0.019066455,-0.13407771,-0.1993615,-0.3481026,-0.07773678,0.20210722,-0.5042806,-0.16364059,-0.1398275,0.34774706,-0.06549111,-0.1453898,-0.017391292,-0.17053546,-0.23581925,-0.38456035,-0.11419453,0.16564947,-0.54073834,-0.20009834,-0.17628525,0.3112893
E2F1,-0.6566157,-0.51104903,-0.96284235,-0.9401094,0.2112178,-0.85095054,-0.23748963,-1.0534666,-0.8720354,-0.25784478,-0.58530754,-0.9238466,-0.587727,-0.44216037,-0.8939537,-0.8712207,0.28010648,-0.7820619,-0.16860095,-0.9845779,-0.8031467,-0.1889561,-0.5164189,-0.85495794
RPRD1B,0.41540635,-0.1437058,-0.20455702,0.24316423,-0.33341902,0.5925556,-0.33372095,-0.4821034,-0.00053361594,-0.1271803,-0.2152936,-0.10833031,0.53199023,-0.027121909,-0.087973125,0.35974813,-0.21683514,0.70913947,-0.21713707,-0.36551952,0.11605027,-0.010596402,-0.09870971,0.008253582
PXMP4,0.2117163,0.17262322,0.08529286,-0.3255029,0.21709464,0.02155717,0.038950708,0.4894465,0.17424408,0.37123352,0.20281412,0.24914004,0.08218971,0.04309663,-0.044233724,-0.4550295,0.08756806,-0.10796942,-0.090575874,0.3599199,0.04471749,0.24170694,0.07328753,0.119613454
CHMP4B,-0.30018514,-0.37941056,-0.26313508,-0.3690151,-0.20265625,-0.25363252,-0.12302671,-0.2627875,-0.3476757,-0.20729499,-0.20336922,-0.20660426,-0.4457872,-0.5250126,-0.40873712,-0.51461715,-0.3482583,-0.39923453,-0.26862875,-0.4083895,-0.49327773,-0.35289702,-0.34897125,-0.3522063
CST3,-0.12400941,-0.14866817,-0.07386484,0.018571606,0.17746276,-0.0051084952,0.23320857,0.110323824,0.20387745,-0.24621616,-0.20215593,-0.20040716,-0.3061923,-0.33085108,-0.25604773,-0.1636113,-0.0047201365,-0.18729138,0.051025674,-0.07185907,0.021694556,-0.42839906,-0.38433883,-0.38259006
ACTR5,0.38156644,0.3961898,0.43694592,0.086776204,0.026282577,0.32685935,0.10618194,0.22664435,0.14154513,-0.049748376,0.28668633,0.23911685,0.33134353,0.34596688,0.38672298,0.036553286,-0.023940342,0.27663642,0.055959024,0.17642143,0.09132221,-0.099971294,0.23646341,0.18889393
AHCY,0.035449475,0.14390723,0.16486625,0.095161304,0.10964795,0.045180418,0.16499315,0.19563341,0.11890513,-0.064121895,0.12440901,0.0689135,0.315121,0.42357874,0.44453776,0.3748328,0.38931948,0.32485193,0.44466466,0.47530493,0.39857665,0.21554962,0.40408054,0.348585
PPP1R16B,0.32553196,0.03144255,0.25545046,-0.08586159,-0.024235211,-0.038883634,0.26886708,-0.029496929,0.22066095,0.3127049,0.20986861,-0.030151593,0.11101292,-0.18307649,0.04093142,-0.30038065,-0.23875424,-0.25340268,0.054348037,-0.24401596,0.006141916,0.09818585,-0.004650429,-0.24467063
FAM83D,-0.5623973,-0.59189105,-0.45491335,-0.24103701,-0.07912501,-0.615059,-0.2270796,-0.32757327,-0.4434068,-0.53811336,-0.10622151,-0.34523207,-0.3758402,-0.40533394,-0.26835626,-0.054479912,0.10743209,-0.4285019,-0.0405225,-0.14101617,-0.2568497,-0.35155624,0.08033559,-0.15867497
DHX35,0.07931592,-0.13403875,-0.15139835,0.07558559,-0.26354307,-0.00024038646,-0.040549543,-0.19349752,-0.36622083,-0.19189739,-0.17327668,-0.06563843,0.14632693,-0.06702773,-0.08438733,0.1425966,-0.19653206,0.06677063,0.02646147,-0.12648651,-0.29920983,-0.12488638,-0.106265664,0.0013725832
DNTTIP1,-0.40409088,-0.59542286,-0.41141638,-0.54944396,-0.3486481,-0.29763645,-0.08416196,-0.5056193,-0.3991048,-0.4097762,-0.48119548,-0.54067326,-0.41653022,-0.6078622,-0.42385572,-0.5618833,-0.36108744,-0.3100758,-0.09660129,-0.5180586,-0.41154414,-0.42221555,-0.49363482,-0.55311257
MAP1LC3A,0.12854259,0.102616735,0.30223665,0.054893922,0.19516633,0.2228476,0.14486927,0.25670055,-0.20579633,0.1366071,0.017234033,0.18716775,-0.051136523,-0.077062376,0.122557536,-0.124785185,0.015487224,0.043168485,-0.034809843,0.077021435,-0.38547546,-0.043072015,-0.16244508,0.007488638
PIGU,-0.27594873,-0.24392295,-0.13125053,-0.30344155,-0.19119349,0.22037596,-0.004154293,-0.15950757,-0.39341784,-0.3931304,-0.022261033,-0.21872394,-0.41996545,-0.3879397,-0.27526724,-0.44745827,-0.3352102,0.07635923,-0.14817102,-0.30352432,-0.5374346,-0.5371471,-0.16627777,-0.36274067
ACOT8,0.09974726,-0.12923706,-0.068475895,0.05876709,0.27788728,0.093924806,-0.011540363,0.00955382,0.2924408,0.059261806,-0.19009833,-0.089778885,0.023532815,-0.2054515,-0.14469033,-0.017447356,0.20167284,0.017710358,-0.08775481,-0.06666063,0.21622635,-0.016952641,-0.26631278,-0.16599333
APMAP,0.4898165,-0.20134635,0.0029430105,0.4069869,0.0572201,0.4518194,0.029505925,-0.17529103,0.33580455,-0.092076294,-0.15728031,-0.12863953,0.3887452,-0.30241764,-0.098128274,0.3059156,-0.043851182,0.35074812,-0.07156536,-0.2763623,0.23473327,-0.19314757,-0.2583516,-0.22971082
ZNF516,-0.23757164,0.08636903,-0.122674055,-0.6852367,-0.36589304,-0.7187016,-0.35721654,-0.047402736,-0.5304705,0.1792623,-0.3197549,-0.40848234,-0.11862389,0.20531678,-0.0037263036,-0.56628895,-0.24694529,-0.59975386,-0.2382688,0.07154502,-0.41152275,0.29821005,-0.20080715,-0.2895346
ADNP2,-0.40988788,-0.31716007,1.1526829,0.03244827,-0.23854768,-0.0791817,-0.24971288,-0.15668644,-0.37100682,-0.29314786,0.6926734,-0.03222595,-0.3677428,-0.275015,1.1948279,0.074593335,-0.19640262,-0.03703664,-0.20756783,-0.11454138,-0.32886174,-0.2510028,0.73481846,0.009919111
RBFA,0.021172322,-0.0068219216,0.38005972,0.22127017,0.10836797,0.18229902,0.13903747,0.34849963,0.2280015,0.11886849,0.43327776,0.29840192,0.10352838,0.075534135,0.46241578,0.30362624,0.19072403,0.26465508,0.22139353,0.4308557,0.31035757,0.20122455,0.5156338,0.380758
USP14,-0.28036714,-0.29981604,-0.14092652,-0.42410463,-0.29978168,-0.44909123,-0.34054667,-0.23523603,-0.6983433,-0.26093873,0.272776,-0.04756442,-0.21035978,-0.22980869,-0.07091916,-0.35409728,-0.22977433,-0.37908387,-0.2705393,-0.16522866,-0.6283359,-0.19093138,0.34278336,0.02244294
VAPA,-0.2221901,-0.11111057,-0.21118619,-0.15966402,-0.22436406,-0.20337804,-0.28750697,-0.15261072,-0.42172742,-0.09966642,0.08985112,-0.030118886,-0.29237568,-0.18129617,-0.28137177,-0.22984962,-0.29454964,-0.27356362,-0.35769257,-0.22279632,-0.49191302,-0.16985202,0.019665517,-0.100304484
METTL4,0.07541402,-0.52745885,-0.35071376,0.23285934,-0.2700518,-0.26664707,-0.5480228,-0.58037585,-0.6540381,-0.54806465,-0.46984893,-0.6615442,0.09933692,-0.5035359,-0.32679087,0.25678223,-0.2461289,-0.24272417,-0.5240999,-0.55645293,-0.63011515,-0.5241417,-0.44592604,-0.6376213
LPIN2,1.0658623,1.0756826,1.4650624,1.0238118,1.1388286,0.7104543,0.70851076,1.3175296,0.9119631,1.2715,0.9762233,1.5537101,0.78252983,0.7923502,1.1817299,0.74047935,0.85549617,0.42712185,0.42517832,1.0341971,0.62863064,0.9881675,0.6928909,1.2703776
SMCHD1,-0.3718696,-0.53229165,0.09174979,-0.33063903,-0.3907743,-0.0031147858,-0.51028615,-0.4351193,-0.62510026,-0.18300225,0.21243912,-0.39016148,-0.3279613,-0.48838335,0.13565809,-0.28673074,-0.346866,0.040793512,-0.46637785,-0.391211,-0.58119196,-0.13909395,0.25634742,-0.3462532
MYOM1,0.114092164,0.25983837,0.67977196,0.70620716,0.6590233,0.30269566,0.4154343,0.30706948,0.9144865,0.89467245,-0.11409169,0.8355935,-0.31218484,-0.16643864,0.25349495,0.27993014,0.23274627,-0.12358135,-0.010842711,-0.11920753,0.48820952,0.46839544,-0.5403687,0.4093165
MYL12A,-0.13873062,-0.077696785,-0.097885415,-0.21113713,-0.16459525,-0.04247192,-0.15338552,0.10512614,-0.14373024,-0.13384782,0.02079803,0.027762946,-0.5849546,-0.52392083,-0.54410946,-0.65736115,-0.6108193,-0.48869595,-0.59960955,-0.3410979,-0.58995426,-0.58007187,-0.425426,-0.41846108
CEP76,0.06552371,-0.2850157,-0.32003954,0.18071775,0.068925984,0.08479311,-0.21539472,-0.20140398,-0.062761895,0.18873166,0.118775524,-0.10496421,0.046319064,-0.30422035,-0.3392442,0.1615131,0.04972134,0.065588474,-0.23459937,-0.22060862,-0.081966534,0.16952701,0.099570885,-0.12416886
ST8SIA5,-0.20356412,-0.3143473,-0.09402537,-0.188223,1.0147634,-0.18499579,0.36784703,0.2939877,-0.10143728,0.050522074,-0.2536138,0.54504853,-0.3960755,-0.5068587,-0.28653675,-0.38073438,0.822252,-0.37750715,0.17533565,0.10147631,-0.29394865,-0.1419893,-0.44612518,0.35253716
